word,onset,offset
when,336137.472,336229.632
you,336229.632,336260.352
get,336270.592,336332.032
to,336342.272,336372.992
the,336372.992,336408.832
exhibits,336419.072,336710.912
it's,336915.712,336977.152
just,336987.392,337059.072
a,337069.312,337094.912
bunch,337105.152,337197.312
of,337207.552,337243.392
monkey,337263.872,337386.752
selfies,337407.232,337683.712
grinning,337955.072,338185.472
serious,338236.672,338569.472
howling,338636.032,338943.232
monkey,339066.112,339188.992
selfies,339209.472,339480.832
like,339875.072,339956.992
a,339956.992,339977.472
legal,339997.952,340125.952
document,340146.432,340371.712
put,340371.712,340453.632
together,340453.632,340612.352
by,340622.592,340699.392
curious,340719.872,340893.952
george,340924.672,341134.592
the,341677.312,341733.632
monkey,341733.632,341969.152
whose,342163.712,342225.152
name,342235.392,342312.192
is,342322.432,342358.272
naruto,342358.272,342644.992
was,342900.992,342962.432
suing,342952.192,343116.032
david,343116.032,343305.472
through,343377.152,343443.712
his,343464.192,343546.112
next,343576.832,343699.712
friends,343730.432,344047.872
people,344129.792,344283.392
for,344303.872,344355.072
the,344365.312,344401.152
ethical,344421.632,344564.992
treatment,344585.472,344733.952
of,344764.672,344795.392
animals,344815.872,345112.832
the,345548.032,345588.992
case,345599.232,345732.352
is,345742.592,345824.512
officially,345834.752,346029.312
called,346029.312,346223.872
naruto,346244.352,346561.792
a,346761.472,346792.192
crested,346802.432,346986.752
macaque,347007.232,347340.032
by,347427.072,347514.112
and,347534.592,347596.032
through,347596.032,347677.952
his,347698.432,347775.232
next,347805.952,347933.952
friends,347954.432,348246.272
people,348353.792,348466.432
for,348486.912,348548.352
the,348548.352,348573.952
ethical,348594.432,348727.552
treatment,348748.032,348886.272
of,348906.752,348937.472
animals,348947.712,349198.592
inc,349249.792,349408.512
versus,349828.352,350089.472
david,350294.272,350442.752
john,350442.752,350565.632
slater,350586.112,350806.272
an,350903.552,350970.112
individual,350990.592,351267.072
in,351958.272,351999.232
legal,352009.472,352147.712
parlance,352147.712,352449.792
next,352531.712,352664.832
friend,352685.312,352895.232
is,352905.472,352972.032
a,352992.512,353007.872
status,353028.352,353212.672
like,353212.672,353284.352
guardian,353294.592,353571.072
when,353719.552,353765.632
someone,353775.872,353929.472
can't,353980.672,354057.472
represent,354077.952,354292.992
themselves,354292.992,354508.032
in,354518.272,354569.472
court,354579.712,354789.632
the,354820.352,354861.312
next,354861.312,355020.032
friend,355030.272,355183.872
can,355183.872,355260.672
step,355270.912,355388.672
in,355409.152,355470.592
for,355480.832,355598.592
them,355598.592,355721.472
that's,355888.7936,356006.5536
just,355996.3136,356098.7136
the,356098.7136,356129.4336
same,356129.4336,356272.7936
as,356293.2736,356344.4736
if,356354.7136,356441.7536
it,356472.4736,356636.3136
if,356636.3136,356702.8736
it,356713.1136,356743.8336
was,356743.8336,356810.3936
a,356810.3936,356825.7536
baby,356835.9936,357040.7936
or,357127.8336,357255.8336
um,357286.5536,357481.1136
a,357650.0736,357696.1536
disabled,357696.1536,357998.2336
adult,357998.2336,358249.1136
who,358249.1136,358336.1536
couldn't,358336.1536,358515.3536
speak,358576.7936,358771.3536
or,358781.5936,358899.3536
or,358940.3136,359058.0736
or,359058.0736,359134.8736
represent,359134.8736,359401.1136
itself,359401.1136,359682.7136
i,359694.5408,359750.8608
see,359791.8208,359868.6208
uh,360108.4416,360154.5216
that,360164.7616,360287.6416
that's,360287.6416,360400.2816
not,360400.2816,360461.7216
unusual,360482.2016,360748.4416
in,360845.7216,360973.7216
in,361065.8816,361122.2016
human,361163.1616,361301.4016
law,361311.6416,361455.0016
peta,362050.6624,362183.7824
has,362194.0224,362250.3424
a,362270.8224,362291.3024
reputation,362291.3024,362624.1024
for,362624.1024,362700.9024
pulling,362700.9024,362859.6224
stunts,362890.3424,363120.7424
to,363171.9424,363223.1424
attract,363243.6224,363392.1024
attention,363412.5824,363668.5824
to,363689.0624,363735.1424
the,363735.1424,363791.4624
plight,363791.4624,363939.9424
of,363960.4224,364001.3824
animals,364021.8624,364303.4624
once,364610.6624,364764.2624
they,364815.4624,364887.1424
dumped,364887.1424,365015.1424
horse,365015.1424,365153.3824
manure,365153.3824,365368.4224
on,365378.6624,365419.6224
the,365419.6224,365465.7024
sidewalk,365465.7024,365803.6224
outside,365829.2224,366013.5424
gordon,366013.5424,366151.7824
ramsay's,366151.7824,366336.1024
restaurant,366366.8224,366551.1424
in,366581.8624,366612.5824
london,366612.5824,366868.5824
after,367134.8224,367242.3424
a,367252.5824,367278.1824
guest,367288.4224,367406.1824
on,367416.4224,367472.7424
his,367493.2224,367559.7824
cooking,367580.2624,367728.7424
show,367749.2224,367856.7424
made,367877.2224,367954.0224
a,367974.5024,368000.1024
dish,368000.1024,368153.7024
with,368153.7024,368235.6224
horse,368235.6224,368373.8624
meat,368394.3424,368573.5424
they,368967.7824,369018.9824
made,369039.4624,369100.9024
a,369121.3824,369141.8624
comic,369152.1024,369315.9424
book,369326.1824,369423.4624
called,369443.9424,369633.3824
your,369740.9024,369822.8224
mommy,369833.0624,369976.4224
kills,369986.6624,370094.1824
animals,370135.1424,370432.1024
and,370498.6624,370554.9824
then,370554.9824,370647.1424
handed,370657.3824,370795.6224
it,370836.5824,370882.6624
out,370892.9024,370974.8224
to,370985.0624,371026.0224
moms,371056.7424,371287.1424
who,371328.1024,371379.3024
were,371399.7824,371440.7424
wearing,371481.7024,371584.1024
fur,371614.8224,371712.1024
coats,371732.5824,371957.8624
at,371988.5824,372039.7824
performances,372039.7824,372367.4624
of,372377.7024,372418.6624
the,372418.6624,372444.2624
nutcracker,372464.7424,372792.4224
they,373217.3824,373278.8224
campaigned,373289.0624,373524.5824
to,373524.5824,373555.3024
change,373586.0224,373734.5024
the,373744.7424,373780.5824
word,373811.3024,373898.3424
fish,373929.0624,374226.0224
to,374307.9424,374369.3824
sea,374389.8624,374507.6224
kittens,374517.8624,374804.5824
so,374937.7024,375014.5024
that,375014.5024,375086.1824
people,375086.1824,375198.8224
would,375219.3024,375275.6224
associate,375275.6224,375536.7424
seafood,375546.9824,375802.9824
with,375843.9424,375915.6224
their,375905.3824,375987.3024
adorable,375997.5424,376166.5024
kitty,376197.2224,376289.3824
cats,376320.1024,376499.3024
and,376519.7824,376596.5824
stop,376606.8224,376724.5824
eating,376734.8224,376847.4624
them,376867.9424,377026.6624
the,377328.7424,377359.4624
fish,377369.7024,377472.1024
i,377502.8224,377538.6624
mean,377548.9024,377635.9424
but,378301.5424,378373.2224
jeff,378373.2224,378490.9824
kerr,378501.2224,378700.9024
he's,378834.0224,378921.0624
the,378921.0624,378956.9024
general,378967.1424,379110.5024
counsel,379120.7424,379325.5424
to,379325.5424,379386.9824
peta,379386.9824,379571.3024
he,379914.3424,379980.9024
says,379991.1424,380124.2624
this,380124.2624,380201.0624
monkey,380201.0624,380318.8224
selfie,380349.5424,380503.1424
case,380503.1424,380651.6224
is,380672.1024,380738.6624
not,380759.1424,380866.6624
one,380897.3824,380953.7024
of,380963.9424,381010.0224
those,381010.0224,381107.3024
stunts,381107.3024,381368.4224
we,381466.5216,381507.4816
first,381538.2016,381655.9616
saw,381645.7216,381722.5216
the,381732.7616,381763.4816
monkey,381763.4816,381896.6016
selfie,381927.3216,382152.6016
in,382214.0416,382290.8416
approximately,382301.0816,382946.2016
twenty,382956.4416,383084.4416
fourteen,383130.5216,383504.2816
um,383657.8816,383806.3616
when,383847.3216,384123.8016
the,384175.0016,384221.0816
dispute,384221.0816,384461.7216
between,384471.9616,384815.0016
mr,384855.9616,384973.7216
slater,385004.4416,385234.8416
and,385316.7616,385403.8016
wikimedia,385444.7616,385782.6816
became,386095.0016,386269.0816
international,386289.5616,386596.7616
news,386637.7216,386924.4416
uh,387149.7216,387226.5216
our,387247.0016,387334.0416
view,387364.7616,387508.1216
was,387508.1216,387584.9216
immediately,387605.4016,388066.2016
that,388573.0816,388721.5616
naruto,388849.5616,389146.5216
who,389207.9616,389264.2816
created,389295.0016,389566.3616
the,389566.3616,389622.6816
who,389714.8416,389771.1616
created,389801.8816,389991.3216
the,389991.3216,390027.1616
photograph,390027.1616,390334.3616
should,390549.4016,390610.8416
own,390651.8016,390692.7616
the,390692.7616,390723.4816
copyright,390733.7216,391025.5616
to,391035.8016,391097.2416
it,391158.6816,391220.1216
jeff,391627.1104,391739.7504
saw,391749.9904,391837.0304
the,391847.2704,391893.3504
dispute,391903.5904,392077.6704
as,392118.6304,392323.4304
this,392400.2304,392497.5104
photographer,392507.7504,392748.3904
wants,392789.3504,392901.9904
to,392901.9904,392932.7104
sue,392953.1904,393050.4704
wikimedia,393060.7104,393398.6304
and,393705.8304,393746.7904
wikimedia,393767.2704,394079.5904
is,394100.0704,394141.0304
claiming,394151.2704,394315.1104
the,394325.3504,394345.8304
photo,394356.0704,394499.4304
is,394530.1504,394555.7504
in,394565.9904,394612.0704
the,394612.0704,394642.7904
public,394642.7904,394806.6304
domain,394806.6304,395083.1104
but,395472.2304,395523.4304
who's,395564.3904,395646.3104
standing,395666.7904,395789.6704
up,395810.1504,395856.2304
for,395866.4704,395912.5504
the,395912.5504,395943.2704
monkey,395953.5104,396153.1904
that's,396423.8848,396582.6048
what,396633.8048,396766.9248
the,396777.1648,396802.7648
law,396843.7248,396966.6048
is,397017.8048,397176.5248
and,397197.0048,397237.9648
our,397248.2048,397381.3248
argument,397447.8848,397662.9248
very,397662.9248,397739.7248
simply,397780.6848,398041.8048
is,398287.5648,398430.9248
that,398466.7648,398594.7648
that,398666.4448,398779.0848
that,398937.8048,399024.8448
should,399035.0848,399096.5248
apply,399117.0048,399255.2448
equally,399265.4848,399444.6848
to,399444.6848,399480.5248
him,399521.4848,399644.3648
even,399654.6048,399751.8848
though,399762.1248,399813.3248
he,399833.8048,399854.2848
simply,399885.0048,400038.6048
happens,400069.3248,400212.6848
not,400233.1648,400325.3248
to,400345.8048,400402.1248
have,400412.3648,400458.4448
been,400489.1648,400596.6848
born,400617.1648,400801.4848
human,400909.0048,401083.0848
but,401230.848,401297.408
certainly,401307.648,401466.368
the,401476.608,401512.448
monkey,401522.688,401666.048
didn't,401676.288,401799.168
think,401819.648,401942.528
like,401952.768,402085.888
now,402234.368,402372.608
uh,402459.648,402546.688
this,402567.168,402649.088
is,402659.328,402705.408
great,402715.648,402797.568
i've,402818.048,402853.888
got,402864.128,402910.208
a,402920.448,402946.048
camera,402976.768,403145.728
in,403145.728,403176.448
my,403176.448,403237.888
hands,403268.608,403478.528
i'm,403488.768,403534.848
gonna,403555.328,403601.408
snap,403642.368,403765.248
a,403765.248,403785.728
couple,403795.968,403934.208
frames,403954.688,404210.688
and,404220.928,404261.888
update,404282.368,404420.608
my,404430.848,404502.528
bumble,404523.008,404651.008
profile,404671.488,404896.768
with,404907.008,404958.208
whatever,404968.448,405106.688
i,405127.168,405168.128
get,405209.088,405352.448
you,405383.168,405434.368
know,405454.848,405531.648
like,405531.648,405593.088
the,405603.328,405628.928
monkey's,405639.168,405782.528
not,405782.528,405879.808
thinking,405879.808,406028.288
of,406059.008,406115.328
it,406115.328,406181.888
as,406181.888,406458.368
i'm,406765.568,406862.848
taking,406873.088,406990.848
a,406990.848,407006.208
photograph,407006.208,407298.048
here,407298.048,407420.928
but,407473.3056,407621.7856
that's,407667.8656,407811.2256
not,407811.2256,407918.7456
required,407928.9856,408251.5456
uh,408333.4656,408451.2256
under,408430.7456,408522.9056
the,408543.3856,408579.2256
copyright,408579.2256,408840.3456
law,408891.5456,409040.0256
all,409060.5056,409168.0256
that's,409168.0256,409244.8256
required,409275.5456,409572.5056
is,409936.0256,410017.9456
that,410017.9456,410069.1456
the,410069.1456,410099.8656
copyright,410099.8656,410381.4656
law,410412.1856,410565.7856
uh,410944.6656,411062.4256
simply,411052.1856,411344.0256
provides,411441.3056,411820.1856
that,411861.1456,412024.9856
the,412040.3456,412158.1056
author,412193.9456,412424.3456
uh,412598.4256,412664.9856
the,412675.2256,412716.1856
creator,412726.4256,413110.4256
of,413151.3856,413269.1456
the,413269.1456,413407.3856
of,413427.8656,413530.2656
the,413530.2656,413637.7856
image,413637.7856,413939.8656
is,414124.1856,414190.7456
entitled,414200.9856,414477.4656
to,414487.7056,414538.9056
own,414579.8656,414672.0256
it,414692.5056,414753.9456
it,414968.9856,415009.9456
doesn't,415009.9456,415163.5456
say,415184.0256,415363.2256
that,415393.9456,415470.7456
the,415480.9856,415619.2256
that,415644.8256,415747.2256
the,415747.2256,415803.5456
author,415824.0256,416049.3056
has,416100.5056,416254.1056
to,416254.1056,416305.3056
know,416325.7856,416571.5456
that,416822.4256,416909.4656
he,416919.7056,416986.2656
or,417006.7456,417057.9456
she,417068.1856,417226.9056
is,417257.6256,417313.9456
making,417334.4256,417457.3056
a,417488.0256,417503.3856
photograph,417503.3856,417841.3056
yeah,418037.9136,418140.3136
if,417986.6112,418027.5712
somebody,418027.5712,418186.2912
gives,418196.5312,418288.6912
you,418319.4112,418360.3712
their,418360.3712,418447.4112
camera,418457.6512,418621.4912
and,418631.7312,418662.4512
asks,418682.9312,418816.0512
you,418826.2912,418877.4912
to,418887.7312,418923.5712
take,418944.0512,419031.0912
a,419041.3312,419056.6912
photograph,419056.6912,419353.6512
and,419374.1312,419415.0912
you,419476.5312,419619.8912
arrange,419819.5712,420070.4512
them,420090.9312,420280.3712
uh,420618.2912,420751.4112
and,420792.3712,420838.4512
you,420858.9312,420905.0112
take,420915.2512,421007.4112
the,421007.4112,421033.0112
photograph,421043.2512,421396.5312
uh,421570.6112,421657.6512
under,421667.8912,421754.9312
those,421775.4112,421872.6912
circumstances,421872.6912,422338.6112
you,422441.0112,422712.3712
technically,422712.3712,423075.8912
would,423198.7712,423229.4912
own,423260.2112,423316.5312
the,423316.5312,423347.2512
copyright,423357.4912,423695.4112
there,423820.1856,423876.5056
are,423876.5056,423891.8656
like,423902.1056,423973.7856
twenty,424004.5056,424163.2256
french,424204.1856,424357.7856
tourists,424357.7856,424588.1856
that,424588.1856,424634.2656
i,424654.7456,424680.3456
need,424690.5856,424772.5056
to,424792.9856,424833.9456
sue,424854.4256,424997.7856
peta,430568.2944,430670.6944
is,430721.8944,430783.3344
an,430783.3344,430814.0544
american,430824.2944,431013.7344
organization,431034.2144,431443.8144
and,431566.6944,431623.0144
the,431597.4144,431653.7344
case,431663.9744,431781.7344
was,431781.7344,431838.0544
to,431838.0544,431873.8944
be,431884.1344,431940.4544
heard,431971.1744,432058.2144
in,432068.4544,432099.1744
federal,432109.4144,432247.6544
court,432298.8544,432406.3744
in,432426.8544,432457.5744
san,432478.0544,432570.2144
francisco,432570.2144,432897.8944
david,433425.2544,433594.2144
talked,433594.2144,433711.9744
to,433711.9744,433737.5744
his,433758.0544,433799.0144
lawyers,433829.7344,433967.9744
in,433978.2144,434019.1744
england,434029.4144,434275.1744
and,434305.8944,434372.4544
they,434372.4544,434418.5344
told,434428.7744,434526.0544
him,434536.2944,434592.6144
he,434613.0944,434654.0544
needed,434664.2944,434797.4144
to,434807.6544,434853.7344
hire,434884.4544,434976.6144
an,434986.8544,435017.5744
american,435038.0544,435273.5744
attorney,435283.8144,435529.5744
and,435831.6544,435908.4544
fight,435918.6944,436056.9344
this,436077.4144,436169.5744
i,436514.5088,436581.0688
was,436622.0288,436688.5888
advised,436698.8288,436980.4288
by,436980.4288,437180.1088
talking,437318.3488,437477.0688
to,437477.0688,437543.6288
these,437543.6288,437692.1088
attorneys,437692.1088,438076.1088
um,438449.8688,438680.2688
that,438705.8688,438772.4288
i,438782.6688,438844.1088
really,438844.1088,438951.6288
need,438972.1088,439100.1088
i,439110.3488,439161.5488
did,439212.7488,439299.7888
need,439330.5088,439427.7888
to,439438.0288,439489.2288
follow,439560.9088,439673.5488
this,439704.2688,439796.4288
through,439786.1888,439944.9088
mhm,440059.6992,440305.4592
because,440310.016,440412.416
there,440432.896,440468.736
would,440489.216,440555.776
be,440576.256,440627.456
a,440658.176,440683.776
chance,440724.736,440990.976
an,441380.096,441421.056
outside,441441.536,441666.816
chance,441687.296,441825.536
albeit,441846.016,442102.016
of,442102.016,442260.736
it,442516.736,442557.696
it,442639.616,442711.296
just,442711.296,442813.696
going,442813.696,442921.216
the,442921.216,442951.936
monkey's,442951.936,443136.256
way,443136.256,443289.856
if,443341.056,443422.976
i,443422.976,443474.176
didn't,443474.176,443576.576
challenge,443576.576,443766.016
it,443786.496,443868.416
the,444248.6272,444299.8272
monkey,444310.0672,444427.8272
would,444448.3072,444504.6272
win,444504.6272,444632.6272
so,444677.7856,444790.4256
yeah,445112.9856,445251.2256
mhm,445280.512,445500.672
well,445643.2128,445822.4128
it,446063.0528,446098.8928
it,446160.3328,446196.1728
it,446247.3728,446278.0928
it,446308.8128,446354.8928
it,446436.8128,446488.0128
was,446569.9328,446646.7328
in,446697.9328,446764.4928
in,446764.4928,446795.2128
the,446795.2128,446964.1728
in,446984.6528,447102.4128
in,447148.4928,447225.2928
the,447235.5328,447276.4928
court,447286.7328,447430.0928
in,447460.8128,447578.5728
uh,447588.8128,447629.7728
california,447640.0128,447972.8128
mhm,448028.8256,448197.7856
and,448335.36,448448.0
everybody,448458.24,448657.92
had,448678.4,448765.44
has,448785.92,448878.08
the,448878.08,448929.28
opinion,448939.52,449190.4
that,449200.64,449303.04
anything,449313.28,449497.6
can,449507.84,449569.28
happen,449579.52,449707.52
there,449717.76,449876.48
i,450715.8016,450731.1616
don't,450741.4016,450813.0816
know,450813.0816,450874.5216
how,450874.5216,450930.8416
true,450966.6816,451069.0816
that,451069.0816,451125.4016
is,451227.8016,451350.6816
but,451529.8816,451570.8416
i,451581.0816,451616.9216
was,451627.1616,451698.8416
being,451698.8416,451811.4816
told,451831.9616,451970.2016
i,451980.4416,452036.7616
can't,452047.0016,452180.1216
take,452180.1216,452272.2816
that,452282.5216,452354.2016
risk,452364.4416,452548.7616
have,452671.8464,452717.9264
you,452728.1664,452764.0064
been,452764.0064,452830.5664
to,452830.5664,452861.2864
california,452871.5264,453148.0064
but,452956.0064,452981.6064
of,452991.8464,453048.1664
course,453027.6864,453145.4464
the,453140.3264,453171.0464
yeah,453713.7664,453775.2064
well,453816.1664,453928.8064
no,454015.8464,454164.3264
yeah,454383.6672,454475.8272
it's,454567.9872,454614.0672
kinda,454608.9472,454716.4672
true,454736.9472,454864.9472
david,457245.7472,457368.6272
hired,457389.1072,457501.7472
andrew,457563.1872,457691.1872
dhuey,457721.9072,457911.3472
to,457921.5872,457983.0272
represent,458003.5072,458228.7872
him,458239.0272,458351.6672
do,458751.3344,458792.2944
you,458792.2944,458869.0944
remember,458920.2944,459130.2144
when,459160.9344,459237.7344
you,459258.2144,459319.6544
first,459370.8544,459575.6544
heard,459637.0944,459739.4944
about,459749.7344,459862.3744
the,459862.3744,459898.2144
case,459918.6944,460154.2144
was,460174.6944,460231.0144
it,460251.4944,460282.2144
when,460312.9344,460430.6944
did,460471.6544,460548.4544
david,460548.4544,460722.5344
call,460743.0144,460830.0544
you,460871.0144,460917.0944
is,460917.0944,460963.1744
that,460963.1744,461029.7344
how,461039.9744,461080.9344
you,461091.1744,461121.8944
first,461162.8544,461234.5344
heard,461255.0144,461311.3344
about,461331.8144,461413.7344
it,461434.2144,461511.0144
uh,461795.9424,461908.5824
no,461959.7824,462031.4624
i,462072.4224,462103.1424
read,462144.1024,462226.0224
about,462246.5024,462354.0224
it,462364.2624,462384.7424
and,462405.2224,462456.4224
i,462466.6624,462512.7424
don't,462512.7424,462604.9024
remember,462604.9024,462937.7024
where,462958.1824,463106.6624
i,463116.9024,463152.7424
read,463162.9824,463275.6224
about,463285.8624,463439.4624
it,463459.9424,463536.7424
um,463577.7024,463884.9024
but,463895.1424,464023.1424
i,464033.3824,464079.4624
got,464079.4624,464186.9824
pretty,464186.9824,464304.7424
excited,464304.7424,464509.5424
when,464530.0224,464581.2224
i,464591.4624,464637.5424
saw,464673.3824,464765.5424
that,464765.5424,464826.9824
it,464847.4624,464888.4224
was,464888.4224,464949.8624
filed,464980.5824,465144.4224
in,465154.6624,465210.9824
san,465221.2224,465323.6224
francisco,465333.8624,465589.8624
federal,465610.3424,465743.4624
court,465743.4624,465886.8224
cause,465886.8224,465953.3824
i'm,465963.6224,466014.8224
right,466035.3024,466101.8624
across,466101.8624,466245.2224
the,466265.7024,466306.6624
bay,466316.9024,466403.9424
in,466414.1824,466475.6224
berkeley,466475.6224,466695.7824
um,467023.4624,467161.7024
so,467248.7424,467366.5024
i,467376.7424,467550.8224
thought,467591.7824,467755.6224
wow,467776.1024,467986.0224
i,467996.2624,468154.9824
would,468247.1424,468318.8224
be,468318.8224,468498.0224
perfect,468523.6224,468707.9424
for,468718.1824,468759.1424
this,468759.1424,468810.3424
case,468882.0224,469153.3824
andrew,469519.8208,469704.1408
is,469745.1008,469811.6608
an,469821.9008,469867.9808
intellectual,469867.9808,470164.9408
property,470175.1808,470385.1008
lawyer,470405.5808,470610.3808
works,470707.6608,470815.1808
for,470825.4208,470861.2608
himself,470871.5008,471132.6208
and,471409.1008,471460.3008
when,471470.5408,471526.8608
he,471526.8608,471557.5808
read,471578.0608,471629.2608
about,471649.7408,471741.9008
the,471741.9008,471777.7408
case,471777.7408,472013.2608
he,472090.0608,472161.7408
reached,472161.7408,472289.7408
out,472299.9808,472397.2608
to,472397.2608,472417.7408
david,472438.2208,472586.7008
to,472607.1808,472627.6608
ask,472668.6208,472791.5008
if,472791.5008,472832.4608
he,472852.9408,472893.9008
could,472904.1408,472975.8208
take,472986.0608,473108.9408
it,473119.1808,473195.9808
why,473575.9872,473637.4272
why,473729.5872,473842.2272
did,473852.4672,473919.0272
you,473939.5072,473980.4672
think,474000.9472,474093.1072
you,474103.3472,474128.9472
were,474139.1872,474195.5072
perfect,474226.2272,474359.3472
for,474379.8272,474425.9072
the,474436.1472,474466.8672
case,474477.1072,474671.6672
well,475072.6144,475364.4544
i,475384.9344,475451.4944
i,475492.4544,475569.2544
think,475569.2544,475676.7744
you,475763.8144,475804.7744
know,475804.7744,475866.2144
the,475866.2144,475907.1744
case,475907.1744,476040.2944
kinda,476071.0144,476173.4144
lent,476173.4144,476286.0544
itself,476296.2944,476506.2144
to,476536.9344,476741.7344
you,476741.7344,476798.0544
know,476798.0544,476854.3744
making,476854.3744,477095.0144
monkey,477125.7344,477386.8544
puns,477417.5744,477586.5344
and,477607.0144,477678.6944
things,477668.4544,477811.8144
like,477852.7744,477934.6944
that,477955.1744,478093.4144
and,478111.8976,478214.2976
uh,478275.7376,478403.7376
i,478403.7376,478465.1776
just,478475.4176,478562.4576
thought,478562.4576,478644.3776
that,478644.3776,478721.1776
would,478731.4176,478803.0976
be,478803.0976,478885.0176
i,478966.9376,479023.2576
i,479115.4176,479166.6176
i,479284.3776,479340.6976
kinda,479350.9376,479448.2176
like,479458.4576,479535.2576
to,479535.2576,479591.5776
do,479591.5776,479663.2576
that,479683.7376,479765.6576
i'm,479796.3776,479852.6976
i'm,479924.3776,480057.4976
uh,480287.8976,480502.9376
i,480538.7776,480569.4976
like,480579.7376,480656.5376
to,480656.5376,480707.7376
joke,480707.7376,480840.8576
around,480851.0976,480999.5776
i,480979.0976,481004.6976
don't,481004.6976,481066.1376
know,481066.1376,481112.2176
if,481101.9776,481148.0576
you've,481199.2576,481276.0576
like,481526.9376,481598.6176
seen,481639.5776,481721.4976
my,481721.4976,481813.6576
my,481823.8976,481895.5776
linkedin,481905.8176,482079.8976
profile,482090.1376,482310.2976
i'm,482320.5376,482366.6176
in,482387.0976,482412.6976
a,482412.6976,482443.4176
chippendales,482443.4176,482725.0176
costume,482745.4976,482996.3776
for,483364.352,483405.312
his,483415.552,483466.752
linkedin,483466.752,483645.952
picture,483645.952,483850.752
andrew,483860.992,484004.352
chose,484024.832,484127.232
a,484147.712,484157.952
shot,484178.432,484265.472
of,484285.952,484316.672
himself,484326.912,484526.592
wearing,484557.312,484659.712
eyeglasses,484700.672,484992.512
a,485074.432,485110.272
bow,485120.512,485197.312
tie,485217.792,485361.152
and,485412.352,485484.032
nothing,485484.032,485617.152
else,485637.632,485750.272
all,485963.7248,486040.5248
these,486061.0048,486148.0448
years,486137.8048,486209.4848
i've,486219.7248,486255.5648
been,486255.5648,486306.7648
practicing,486306.7648,486542.2848
for,486552.5248,486583.2448
like,486573.0048,486654.9248
twenty,486654.9248,486767.5648
five,486782.9248,486869.9648
years,486869.9648,486987.7248
and,486987.7248,487013.3248
i've,487033.8048,487090.1248
never,487100.3648,487289.8048
been,487402.4448,487458.7648
able,487469.0048,487597.0048
to,487627.7248,487719.8848
to,487955.4048,488129.4848
uh,488160.2048,488267.7248
joke,488359.8848,488477.6448
around,488477.6448,488743.8848
in,488779.7248,488994.7648
uh,489061.3248,489158.6048
anything,489158.6048,489307.0848
i,489327.5648,489368.5248
filed,489389.0048,489517.0048
in,489527.2448,489557.9648
court,489588.6848,489803.7248
so,490121.1648,490279.8848
i,490279.8848,490295.2448
was,490295.2448,490361.8048
like,490361.8048,490484.6848
hey,490484.6848,490689.4848
this,490709.9648,490781.6448
would,490802.1248,490843.0848
this,490960.8448,491022.2848
would,491042.7648,491073.4848
actually,491083.7248,491206.6048
be,491216.8448,491273.1648
a,491262.9248,491298.7648
case,491319.2448,491431.8848
where,491462.6048,491508.6848
i,491508.6848,491554.7648
could,491554.7648,491626.4448
do,491657.1648,491713.4848
that,491764.6848,491918.2848
that,494995.0976,495041.1776
said,495071.8976,495194.7776
he's,495409.8176,495455.8976
a,495476.3776,495486.6176
real,495527.5776,495614.6176
intellectual,495645.3376,495850.1376
property,495880.8576,496044.6976
lawyer,496085.6576,496249.4976
he's,496505.4976,496607.8976
defended,496607.8976,496766.6176
the,496787.0976,496817.8176
toy,496828.0576,496909.9776
company,496930.4576,497073.8176
whamo,497094.2976,497396.3776
won,497596.0576,497677.9776
an,497677.9776,497744.5376
important,497754.7776,497954.4576
case,497964.6976,498092.6976
against,498092.6976,498225.8176
panasonic,498225.8176,498584.2176
and,499045.0176,499111.5776
for,499132.0576,499173.0176
andrew,499183.2576,499418.7776
the,499418.7776,499464.8576
case,499464.8576,499618.4576
was,499618.4576,499674.7776
a,499685.0176,499725.9776
one,499725.9776,499823.2576
banana,499833.4976,499987.0976
problem,499987.0976,500258.4576
he,500657.8176,500739.7376
answered,500739.7376,500908.6976
naruto's,500908.6976,501113.4976
complaint,501113.4976,501328.5376
with,501328.5376,501395.0976
a,501405.3376,501420.6976
motion,501441.1776,501610.1376
to,501620.3776,501671.5776
dismiss,501671.5776,501881.4976
the,501881.4976,501922.4576
case,501922.4576,502178.4576
monkeys,502521.4976,502833.8176
he,502864.5376,502931.0976
said,502931.0976,503105.1776
do,503335.5776,503376.5376
not,503397.0176,503478.9376
have,503478.9376,503525.0176
standing,503535.2576,503729.8176
to,503729.8176,503786.1376
sue,503796.3776,503888.5376
in,503909.0176,503955.0976
federal,503955.0976,504144.5376
court,504144.5376,504298.1376
his,504984.2176,505076.3776
argument,505086.6176,505291.4176
is,505311.8976,505383.5776
based,505383.5776,505511.5776
on,505521.8176,505562.7776
a,505573.0176,505593.4976
precedent,505603.7376,505869.9776
set,505880.2176,505967.2576
in,505987.7376,506033.8176
two,506044.0576,506115.7376
thousand,506136.2176,506310.2976
four,506330.7776,506515.0976
in,506791.5776,506858.1376
a,506868.3776,506883.7376
case,506904.2176,507037.3376
called,507037.3376,507211.4176
cetacean,507242.1376,507544.2176
community,507544.2176,507866.7776
versus,507887.2576,508035.7376
george,508066.4576,508209.8176
w,508230.2976,508373.6576
bush,508424.8576,508670.6176
in,508890.7776,508941.9776
which,508962.4576,509034.1376
all,509075.0976,509187.7376
the,509187.7376,509218.4576
world's,509238.9376,509402.7776
whales,509464.2176,509725.3376
porpoises,509791.8976,510145.1776
and,510165.6576,510252.6976
dolphins,510252.6976,510641.8176
